Set parameter Threads to value 1
Set parameter ConcurrentMIP to value 1
Set parameter MIPGap to value 0.05
Set parameter ConcurrentMIP to value 1
Set parameter MIPGap to value 0.05
Set parameter Threads to value 1
Gurobi Optimizer version 13.0.0 build v13.0.0rc1 (linux64 - "AlmaLinux 9.7 (Moss Jungle Cat)")

CPU model: Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 32 physical cores, 32 logical processors, using up to 1 threads

Non-default parameters:
MIPGap  0.05
TSPort  4195
Threads  1

Optimize a model with 256344 rows, 4508748 columns and 58466484 nonzeros (Min)
Model fingerprint: 0x035bedaa
Model has 83772 linear objective coefficients
Variable types: 4465548 continuous, 43200 integer (43200 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+02]
  Objective range  [2e-02, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [1e+00, 3e+02]
Found heuristic solution: objective 16300.163067
Presolve removed 29490 rows and 40800 columns (presolve time = 11s)...
Presolve removed 29490 rows and 1453900 columns (presolve time = 15s)...
Presolve removed 61377 rows and 1454719 columns (presolve time = 20s)...
Presolve removed 61377 rows and 1454719 columns (presolve time = 28s)...
Presolve removed 61377 rows and 1454719 columns (presolve time = 30s)...
Presolve removed 108928 rows and 1455559 columns (presolve time = 35s)...
Presolve removed 108928 rows and 1455559 columns (presolve time = 41s)...
Presolve removed 108928 rows and 1455559 columns (presolve time = 45s)...
Presolve removed 117940 rows and 1455559 columns (presolve time = 50s)...
Presolve removed 117940 rows and 1455559 columns (presolve time = 55s)...
Presolve removed 117940 rows and 1455559 columns (presolve time = 60s)...
Presolve removed 141953 rows and 1462545 columns (presolve time = 66s)...
Presolve removed 141953 rows and 1462545 columns (presolve time = 70s)...
Presolve removed 141953 rows and 1462545 columns (presolve time = 75s)...
Presolve removed 141953 rows and 1462545 columns (presolve time = 80s)...
Presolve removed 141953 rows and 1462545 columns (presolve time = 85s)...
Presolve removed 141953 rows and 1462545 columns (presolve time = 90s)...
Presolve removed 142884 rows and 1463476 columns (presolve time = 96s)...
Presolve removed 142884 rows and 1463476 columns (presolve time = 100s)...
Presolve removed 142884 rows and 1463476 columns (presolve time = 105s)...
Presolve removed 142884 rows and 1463476 columns (presolve time = 110s)...
Presolve removed 154616 rows and 2157180 columns (presolve time = 115s)...
Presolve removed 154912 rows and 2157476 columns (presolve time = 120s)...
Presolve removed 154912 rows and 2157476 columns (presolve time = 126s)...
Presolve removed 154912 rows and 2157476 columns (presolve time = 130s)...
Presolve removed 154912 rows and 2157476 columns (presolve time = 135s)...
Presolve removed 154912 rows and 2157476 columns (presolve time = 140s)...
Presolve removed 154407 rows and 2156971 columns
Presolve time: 141.86s
Presolved: 101937 rows, 2351777 columns, 18668100 nonzeros
Variable types: 2343113 continuous, 8664 integer (8664 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
  212386    4.0885728e+03   6.594619e+05   0.000000e+00    886s
  212596    4.0885728e+03   2.615559e+06   0.000000e+00    890s
  213144    4.0888675e+03   1.110620e+06   0.000000e+00    897s
  213591    4.0888675e+03   3.111851e+05   0.000000e+00    900s
  214138    4.0888675e+03   4.157282e+05   0.000000e+00    906s
  214585    4.0888675e+03   4.942202e+05   0.000000e+00    911s
  215032    4.0888676e+03   7.081047e+05   0.000000e+00    916s
  215628    4.0888676e+03   5.643498e+05   0.000000e+00    921s
  216373    4.0888676e+03   7.847543e+05   0.000000e+00    926s
  217118    4.0901026e+03   3.134928e+05   0.000000e+00    931s
  217714    4.0901026e+03   1.876422e+06   0.000000e+00    935s
  218161    4.0901027e+03   2.584275e+06   0.000000e+00    940s
  218906    4.0922627e+03   9.985055e+05   0.000000e+00    946s
  219353    4.0922627e+03   4.731040e+06   0.000000e+00    950s
  219949    4.0934465e+03   6.233345e+06   0.000000e+00    955s
  220545    4.0934465e+03   8.117387e+05   0.000000e+00    961s
  220814    4.0934465e+03   2.838039e+05   0.000000e+00    965s
  221252    4.0946002e+03   5.955893e+05   0.000000e+00    971s
  221532    4.0946002e+03   1.750216e+06   0.000000e+00    975s
  221892    4.0946003e+03   2.876684e+06   0.000000e+00    982s
  222151    4.0946003e+03   3.866920e+06   0.000000e+00    986s
  222420    4.0946003e+03   3.167126e+06   0.000000e+00    991s
  222689    4.0946003e+03   8.329033e+05   0.000000e+00    995s
  223127    4.0946004e+03   8.559571e+06   0.000000e+00   1001s
  223723    4.0946004e+03   1.368186e+06   0.000000e+00   1006s
  224112    4.0946004e+03   5.731972e+05   0.000000e+00   1011s
  224559    4.0946005e+03   1.192071e+06   0.000000e+00   1015s
  225295    4.0946005e+03   3.617879e+05   0.000000e+00   1021s
  225584    4.0946005e+03   2.481656e+05   0.000000e+00   1025s
  225993    4.0946005e+03   1.046224e+06   0.000000e+00   1031s
  226440    4.0946006e+03   2.290400e+06   0.000000e+00   1035s
  226809    4.0946006e+03   3.606300e+05   0.000000e+00   1042s
  227256    4.0953581e+03   2.585750e+06   0.000000e+00   1046s
  227843    4.0965384e+03   3.595163e+05   0.000000e+00   1050s
  228381    4.0965384e+03   2.313031e+06   0.000000e+00   1057s
  228641    4.0965384e+03   4.302539e+05   0.000000e+00   1061s
  229088    4.0965385e+03   3.627443e+05   0.000000e+00   1065s
  229516    4.0965385e+03   3.313731e+06   0.000000e+00   1070s
  229935    4.0965385e+03   3.062669e+05   0.000000e+00   1075s
  230363    4.0973923e+03   1.783976e+06   0.000000e+00   1081s
  230911    4.0973923e+03   9.177604e+05   0.000000e+00   1087s
  231170    4.0973923e+03   3.260241e+05   0.000000e+00   1092s
  231439    4.0973924e+03   5.756176e+05   0.000000e+00   1096s
  231718    4.0973924e+03   4.906830e+05   0.000000e+00   1101s
  232126    4.0973924e+03   5.287942e+05   0.000000e+00   1107s
  232395    4.0973924e+03   1.265202e+06   0.000000e+00   1111s
  232645    4.0973924e+03   4.291211e+05   0.000000e+00   1116s
  233063    4.0973925e+03   9.567726e+05   0.000000e+00   1120s
  233482    4.0973925e+03   5.793443e+05   0.000000e+00   1127s
  233780    4.0973925e+03   1.291589e+06   0.000000e+00   1130s
  234525    4.0973926e+03   2.634367e+05   0.000000e+00   1135s
  234933    4.0973926e+03   6.534500e+05   0.000000e+00   1141s
  235380    4.0973926e+03   7.974824e+05   0.000000e+00   1145s
  235827    4.0973926e+03   1.270248e+06   0.000000e+00   1151s
  236721    4.1190443e+03   3.106127e+06   0.000000e+00   1156s
  237168    4.1190444e+03   3.192247e+05   0.000000e+00   1161s
  237615    4.1190444e+03   4.142660e+05   0.000000e+00   1167s
  237884    4.1190444e+03   2.219998e+05   0.000000e+00   1171s
  238154    4.1199101e+03   7.526393e+05   0.000000e+00   1175s
  238504    4.1199102e+03   9.860560e+05   0.000000e+00   1182s
  238802    4.1199102e+03   2.254310e+05   0.000000e+00   1186s
  239249    4.1199102e+03   3.144825e+05   0.000000e+00   1191s
  239845    4.1199102e+03   9.652396e+05   0.000000e+00   1196s
  240114    4.1199102e+03   2.805995e+05   0.000000e+00   1200s
  240552    4.1199103e+03   1.096949e+06   0.000000e+00   1206s
  240941    4.1199103e+03   1.002019e+06   0.000000e+00   1212s
  241537    4.1199103e+03   2.268390e+07   0.000000e+00   1215s
  241936    4.1199104e+03   1.731284e+05   0.000000e+00   1221s
  242354    4.1199104e+03   6.056091e+05   0.000000e+00   1226s
  242773    4.1199104e+03   2.791315e+05   0.000000e+00   1232s
  243071    4.1199104e+03   5.392161e+04   0.000000e+00   1235s
  243816    4.1228145e+03   3.499851e+05   0.000000e+00   1242s
  244412    4.1228145e+03   2.547985e+05   0.000000e+00   1245s
  245008    4.1239674e+03   2.818546e+05   0.000000e+00   1250s
  245436    4.1251006e+03   6.244962e+05   0.000000e+00   1255s
  245844    4.1251007e+03   1.010412e+06   0.000000e+00   1261s
  246273    4.1251007e+03   4.157753e+05   0.000000e+00   1267s
  246720    4.1266705e+03   6.982581e+05   0.000000e+00   1270s
  247796    4.1394517e+03   3.555553e+06   0.000000e+00   1276s
  248046    4.1394517e+03   3.081810e+05   0.000000e+00   1280s
  248484    4.1394518e+03   2.587983e+06   0.000000e+00   1286s
  248743    4.1394518e+03   6.921848e+05   0.000000e+00   1291s
  248983    4.1394518e+03   1.153074e+05   0.000000e+00   1295s
  249421    4.1394518e+03   1.775970e+05   0.000000e+00   1301s
  249690    4.1394518e+03   1.601606e+05   0.000000e+00   1306s
  250079    4.1394518e+03   2.129287e+06   0.000000e+00   1312s
  250289    4.1394518e+03   4.712344e+05   0.000000e+00   1316s
  250519    4.1394519e+03   4.761142e+05   0.000000e+00   1321s
